DOC_ID	LABEL	RATING	VERIFIED_PURCHASE	PRODUCT_CATEGORY	PRODUCT_ID	PRODUCT_TITLE	REVIEW_TITLE	REVIEW_TEXT
10507	__label2__	5	N	Health & Personal Care	B000GCLR8Q	Similasan Irritated Eye Relief Drops, .33-Ounce Bottle	I love these eye drops	I live in the desert and have allergies. My eyes tend to get really dry and itchy. I have a habit of rubbing my eyes, which just makes them worse. I've started using these drops when I feel the urge to rub my eyes, and they are great. They are soothing going in and my eyes don't feel dry or itchy for a while afterwards. I probably use them about 3 - 4 times a day, sometimes more when the weather is really dry. Now I just wish they made Similasan sinus drops.
10508	__label2__	4	N	Wireless	B00TSUVMBE	Speck Products MightyShell + FACEPLATE Case for iPhone 6/6S  - Black/Gravel Grey/Slate Grey	solid slim case, drains wallet	I've owned several Speck cases for various phones, and have never been disappointed.  This one is nice and slim and doesn't add too much bulk to the iPhone.  We've unfortunately dropped the phone several times already, even on the concrete garage floor no damage and very minimal scuffing of the case.<br />Camera and buttons are all accessible with no interference from the shell.<br />Comfortable in the hand texture-wise.<br /><br />My only real beef is the price.  It seems customers get bent over the barrel a bit when a new iPhone comes out.  An equivalent new-android phone case can be gotten for less than half the price, and tempered glass screen protectors are routinely under ten bucks.  The &#34;layers of radial impact geometry&#34; seems kind of gimmicky, when the other pure silicon Speck and off-brand cases I've owned have done as well of a job.
10509	__label2__	5	Y	Tools	B002E1AUOE	Streamlight 76160 PolyStinger LED Flashlight without Charger, Yellow	Great flashlight when you need it!	Great to store in the car. Never know when you need it. This light have different modes and throw a light beam at far distance. I'm a big fan of the company and their line of products.
10510	__label2__	5	Y	Automotive	B001DZFZPG	Slime 70005 Safety Spair 7-Minute Flat Tire Repair System	Very Nice kit	I bought this Slime 70005 Safety Spair Tire Repair system to replace my Continental Tire Repair system which had a 2 year expiration date. This system is so much nicer and does not have a use by date so I am guessing it will last longer than the Continental system. In addition the Continental system will damage the Tire Pressure Monitors in your wheel where the Slime system says it will not. It has a nice light and is easy to use. I am hoping I never need it but it is comforting to know I have it in my Corvette which does not have a spare tire. It came fairly quicky and has a nice carry case with a reflective triangle on the back of the case to place while you are fixing the tire.
10511	__label2__	2	N	Baby	B000CSBP3G	BABYBJORN Soft Bib, Green/Yellow, 2 Pack	Not my choice for baby...	I can understand the premise and I like the premise.<br />However, I just don't believe that these bibs are comfortable for baby.<br /><br />While they are not hard, they are not soft.<br /><br />The Oxo Tot Roll Up bib has a truly soft front with a catch for whatever doesn't make it into baby's mouth.  It also has a flat velcro closure as opposed to Babybjorn's plastic snap closure.<br /><br />Babybjorn can be cleaned off easier, while Oxo would need to be washed when truly soiled.<br />But...Oxo can be rolled up for travel.
10512	__label2__	4	N	Watches	B00EABUR7G	Citizen Men's BM7277-50E Drive from Citizen Eco-Drive WDR Watch	World Time	There is no question Citizen and the high quality they have made of their watches over the years. Sadly, though they have faded down a bit because of the Drive 2.0 & 3.0 collections, where they have catered so much on the young, that the appeal of their class has died in the process. But they are trying to make a returning stance in great appeal watches. This WDR Eco-Drive watch is definitely a great return to the appeal Citizen had been known for throughout the years. What I also like about the watch is the excellent illumination on the hands, and the globe-style face on the watch. It definitely stands up very well. It is a elequent piece that looks great, and keeps great time on the wrist, without much worry. I suggest you go for this dark-tone piece, and see why Citizen for years has been known as being a world class.<br /><br />Price: B<br /><br />Setup & Comfort: B 1/2-<br /><br />Overall: B
10513	__label2__	4	N	Watches	B005HPJZWC	Seiko Sportura Black Dial Black Leather Band Mens Watch	Sport Stop	There is no question why I do like Seiko and the kind of watches they have made over the past several years. Not just in style, but the quality has gotten better with the time they have made with the way we view time. Their Seiko Sportura watches are definitely in the ranking. This watch is a very simple and easy to care leather-strapped watch. I personally like how simple it is to read the stopwatch setting with the comfort of the strap around my wrist. It is a very strong watch that does what it is worth, and protects great  in water. I definitely recommend this watch if you are looking for a great watch that is sporty, and fine like china while telling time. Seiko has done that for years, and the Sportura is definitely following in suit like their other models have.<br /><br />Price: B<br /><br />Comfort: B+<br /><br />Overall: B 1/2+
10514	__label2__	3	N	Office Products	B004E2THRM	Wite-Out EZ Correct Correction Tape, Non-Refillable, 1/6 quot; x 400 quot;, 4/Pack	Not easy to get started	It is not very user friendly to operate. The correction itself is good and not messy, but to get this started and figure out takes time. You need to be skilled. I wish this was easy to operate!
10515	__label2__	5	Y	Lawn and Garden	B001V393E4	Rotary Replacement Air Filter for Briggs & Stratton 697153/697014/697634/698083/795115	Save your self a lot of money!	I can get two filters for the price of one from the Ranch store in town, same thing. I have two riding mowers as I have 5 acres to mow every spring.  Your mower has to breath, this is so important.  So glad I looked on Amazon.  Paying $26.00 for one filter is just a joke.
10516	__label2__	5	Y	Home Improvement	B002UP6Y1M	5# 9 x 3-1/2" Tan Exterior Screws	Dependable high perfromance screws	These screws work great if you dont need stainless steel.  The best features are  what they dont do which is corrode, strip, or snap at the shanks.  I still dont understand the the switch to the star bits, they strip very easily and square drives like these are very hard to find in stores.
10517	__label2__	5	Y	Home Improvement	B00HC1BB1M	200Pcs Solid Brass M2.5x3 3.5OD Embedded Knurled Nut Knurled Thumb Nuts	2.5mm nuts at a very reasonable price	2.5mm knobs seem to be a difficult item to buy in quantities less than a bazillion. These were very reasonably priced and fit my need perfectly.
10518	__label2__	1	Y	Pet Products	B002AI39QW	Epi-Pet Sun Protector Spray for Pets	Dangerous dog sunscreen!!!	Very dangerous dog sunscreen!!! I bought this for my hairless Chinese Crested dog and had to take him to the vet.  Do your homework about dog sunscreens because some have toxic ingredients like this one(Benzophenone-3) which can cause contact eczema & absorbs into the body and does not process out.  Zinc oxide is toxic for dogs.Harmful ingredients are triethanolamine, Imidura, Methyl Paraben, DMDM Hydantoin.  Titanium dioxide is a good ingredient but the SAFEST is organic sunscreens for babies containing sunflower/jojoba seed oils, green tea leaf extracts, calendula flower/gingko leaf extracts, aloe juice, vitamin E, with titanium dioxide.  I'm looking at some brands at a local Whole Foods store which should be good.  Read the label carefully and I hope this helps you choose wisely.
10519	__label2__	5	Y	Luggage	B008BCXLK0	18" Round Duffle Bag Flexible Roll Bag in Black Gym Bag	Great bag	This gym bag is perfect. Its not too big like most are but has room and compartments for everything you need. It is good quality. I would buy again.
10520	__label2__	3	Y	Baby	B009IWNPXK	Infantino Squeeze Pouches, 4-Fl Oz	Great	Not the easiest thing in the world to fill but definitely suit their purpose.  Love that I can make food I know my kids will love and eat vs buying the pricy ones at the store.  Definitely buy the squeeze station.
10521	__label2__	5	N	Lawn and Garden	B00R6Z4R42	GreenWorks Pro GCS80420 80V 18-Inch Cordless Chainsaw, 2Ah Li-Ion Battery and Charger Included	Ten Stars at Least	The saw arrives completely assembled. Included is a chain guard, a user manual and a wrench conveniently stored in the handle of the saw. The battery was not fully charged but nearly so and took a short time to bring it up to a full charge. All I had to do was add some bar and chain oil and the saw was ready to go.<br /><br />There have been a number of storms the past few months and they broke off numerous branches and downed one very large tree. I have been doing some cleanup with a Stihl gas powered saw and a 40 volt Ryobi. They do a fairly nice job on the branches but not so good on the big tree. I slipped on my goggles and hauled this bad boy out to the big tree.  I started of with the trunk size of about 14 inches. This saw was nothing less than amazing as it cut through the tree trunk like a hot knife through butter. I continued until the tree was cut up and then worked on some branches and some trimming. This saw never slowed down and the battery just kept on keeping on.<br /><br />This is now my saw of choice. No more mixing oil and gas for the Stihl and no more charging the battery for the Ryobi. From now on it is just charge the Greenworks battery and keep a supply of bar and chain oil on hand.<br /><br />Yes, this saw does dribble a bit of oil as did the Ryobi and as did every chainsaw I ever owned. That is no big deal. All you need to do is slip some old newspaper or some rags or whatever under the saw when storing it and then check the oil level before the next use and you are good to go.
